sample_id,site_id,site_name,location_id,matrix,latitude,longitude,collection_date,analysis_date,analyte,analytical_method,analyte_category,result_value,result_unit,detection_limit,qualifier,regulatory_mcl,lab_name,validator_initials,flag_missing_field,flag_duplicate_id,flag_impossible_value,holding_time_days,flag_holding_time_violation,flag_regulatory_exceedance,overall_qaqc_status,regulatory_status
MW-03-04-20240413-01552,SITE-03,Former Gas Station - Paterson,MW-03-04,GW,40.911338,-74.168404,2024-04-13,2024-06-12,Cadmium,EPA 6020,METAL,0.019,ug/L,0.25,,5.0,ALS Environmental,KP,False,False,False,60.0,False,False,PASS,WITHIN_LIMIT
MW-05-01-20240518-01553,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2024-05-18,2024-05-20,Vinyl Chloride,EPA 8260,VOC,-1.278,ug/L,0.1,,2.0,ALS Environmental,TL,False,False,True,2.0,False,False,FAIL,WITHIN_LIMIT
MW-05-01-20241215-01554,SITE-05,Chemical Plant - Linden,MW-05-01,GW,40.618079,-74.253984,2024-12-15,2024-12-17,Benzene,EPA 8260,VOC,3.075,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
MW-03-03-20241008-01555,SITE-03,Former Gas Station - Paterson,MW-03-03,GW,40.909398,-74.172286,2024-10-08,2024-10-29,Mercury,EPA 7470,METAL,0.421,ug/L,0.1,,2.0,Eurofins TestAmerica,TL,False,False,False,21.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20231108-01556,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2023-11-08,2023-11-17,Chromium,EPA 6020,METAL,1067.191,ug/L,5.0,,100.0,Pace Analytical,TL,False,False,False,9.0,False,True,PASS,EXCEEDANCE
MW-03-07-20240101-01557,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2024-01-01,2024-01-18,Mercury,EPA 7470,METAL,6.047,ug/L,0.1,,2.0,Eurofins TestAmerica,KP,False,False,False,17.0,False,True,PASS,EXCEEDANCE
MW-01-02-20240602-01558,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2024-06-02,2024-06-05,"1,1-Dichloroethylene",EPA 8260,VOC,2.68,ug/L,0.35,,7.0,Eurofins TestAmerica,JM,False,False,False,3.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20240919-01559,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2024-09-19,2024-09-22,Tetrachloroethylene,EPA 8260,VOC,0.879,ug/L,0.25,,5.0,Eurofins TestAmerica,RS,False,False,False,3.0,False,False,PASS,WITHIN_LIMIT
MW-03-03-20241204-01560,SITE-03,Former Gas Station - Paterson,MW-03-03,GW,40.909398,-74.172286,2024-12-04,2024-12-05,pH,EPA 9040,FIELD,6.97,SU,0.01,,,Pace Analytical,KP,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
MW-03-05-20230611-01561,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2023-06-11,2023-07-13,Arsenic,EPA 6020,METAL,4.793,ug/L,0.5,,10.0,ALS Environmental,KP,False,False,False,32.0,False,False,PASS,WITHIN_LIMIT
SB-04-06-20230915-01562,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2023-09-15,2023-09-24,"1,1-Dichloroethylene",EPA 8260,VOC,0.731,ug/L,0.35,,7.0,Eurofins TestAmerica,JM,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
MW-05-04-20230817-01563,SITE-05,Chemical Plant - Linden,MW-05-04,GW,40.616679,-74.253434,2023-08-17,2023-08-23,Vinyl Chloride,EPA 8260,VOC,0.083,ug/L,0.1,U,2.0,ALS Environmental,JM,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
SB-02-01-20240618-01564,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2024-06-18,2024-06-28,Mercury,EPA 7470,METAL,0.164,ug/L,0.1,,2.0,ALS Environmental,JM,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
MW-01-06-20250607-01565,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2025-06-07,2025-06-20,"1,1-Dichloroethylene",EPA 8260,VOC,4.436,ug/L,0.35,,7.0,Pace Analytical,RS,False,False,False,13.0,False,False,PASS,WITHIN_LIMIT
SB-02-03-20240902-01566,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2024-09-02,2024-09-30,Arsenic,EPA 6020,METAL,1.095,ug/L,0.5,,10.0,Pace Analytical,KP,False,False,False,28.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20240513-01567,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2024-05-13,2024-09-04,Cadmium,EPA 6020,METAL,4.399,ug/L,0.25,,5.0,Pace Analytical,RS,False,False,False,114.0,False,False,PASS,WITHIN_LIMIT
SB-02-08-20250629-01568,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2025-06-29,2025-06-30,pH,EPA 9040,FIELD,6.97,SU,0.01,,,ALS Environmental,TL,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
SB-04-03-20240410-01569,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2024-04-10,2024-04-20,Benzene,EPA 8260,VOC,1.42,ug/L,0.25,,5.0,ALS Environmental,JM,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
MW-05-02-20240621-01570,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2024-06-21,2024-07-17,Lead,EPA 6020,METAL,0.486,ug/L,0.75,,15.0,Pace Analytical,KP,False,False,False,26.0,False,False,PASS,WITHIN_LIMIT
SB-02-03-20240921-01571,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2024-09-21,2025-01-03,Lead,EPA 6020,METAL,2.607,ug/L,0.75,,15.0,Eurofins TestAmerica,TL,False,False,False,104.0,False,False,PASS,WITHIN_LIMIT
SB-04-02-20240603-01572,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2024-06-03,2024-08-25,Lead,EPA 6020,METAL,2.66,ug/L,0.75,,15.0,ALS Environmental,JM,False,False,False,83.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20230817-01573,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2023-08-17,2023-08-23,Trichloroethylene,EPA 8260,VOC,54.517,ug/L,0.25,,5.0,Pace Analytical,KP,False,False,False,6.0,False,True,PASS,EXCEEDANCE
SB-02-08-20231005-01574,SITE-02,Industrial Park - Elizabeth,SB-02-08,SOIL,40.654776,-74.217614,2023-10-05,2023-10-16,Vinyl Chloride,EPA 8260,VOC,0.638,ug/L,0.1,,2.0,ALS Environmental,TL,False,False,False,11.0,False,False,PASS,WITHIN_LIMIT
MW-03-05-20230320-01575,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2023-03-20,2023-03-20,pH,EPA 9040,FIELD,6.36,SU,0.01,,,Eurofins TestAmerica,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-04-10-20230827-01576,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2023-08-27,2023-08-27,Trichloroethylene,EPA 8260,VOC,35.956,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,0.0,False,True,PASS,EXCEEDANCE
MW-05-03-20231120-01577,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2023-11-20,2023-11-20,Nitrate,EPA 300.0,WET_CHEM,3.532,mg/L,0.5,,10.0,Pace Analytical,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20250519-01578,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2025-05-19,2025-05-19,Nitrate,EPA 300.0,WET_CHEM,4.65,mg/L,0.5,,10.0,Eurofins TestAmerica,KP,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-04-04-20240928-01579,SITE-04,Rail Yard - Kearny,SB-04-04,SOIL,40.774138,-74.142103,2024-09-28,2024-09-29,Nitrate,EPA 300.0,WET_CHEM,10.841,mg/L,0.5,,10.0,Pace Analytical,JM,False,False,False,1.0,False,True,PASS,EXCEEDANCE
SB-04-02-20230404-01580,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2023-04-04,2023-04-04,Benzene,EPA 8260,VOC,0.959,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-03-05-20240906-01581,SITE-03,Former Gas Station - Paterson,MW-03-05,GW,40.915543,-74.165146,2024-09-06,2024-10-14,Lead,EPA 6020,METAL,2.814,ug/L,0.75,,15.0,Pace Analytical,TL,False,False,False,38.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20240522-01582,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2024-05-22,2024-05-23,pH,EPA 9040,FIELD,6.69,SU,0.01,,,ALS Environmental,JM,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
SB-04-03-20230420-01583,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2023-04-20,2023-06-30,Chromium,EPA 6020,METAL,33.132,ug/L,5.0,,100.0,Eurofins TestAmerica,JM,False,False,False,71.0,False,False,PASS,WITHIN_LIMIT
MW-03-07-20230512-01584,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2023-05-12,2023-08-01,Chromium,EPA 6020,METAL,21.394,ug/L,5.0,,100.0,Pace Analytical,JM,False,False,False,81.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20230724-01585,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2023-07-24,2023-07-25,pH,EPA 9040,FIELD,8.02,SU,0.01,,,ALS Environmental,JM,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
SB-02-07-20240426-01586,SITE-02,Industrial Park - Elizabeth,SB-02-07,SOIL,40.657793,-74.211366,2024-04-26,2024-05-09,Tetrachloroethylene,EPA 8260,VOC,1.792,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,13.0,False,False,PASS,WITHIN_LIMIT
MW-05-03-20240803-01587,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2024-08-03,2024-08-05,Vinyl Chloride,EPA 8260,VOC,0.208,ug/L,0.1,,2.0,Eurofins TestAmerica,RS,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
SB-04-06-20240507-01588,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2024-05-07,2024-09-19,Arsenic,EPA 6020,METAL,5.352,ug/L,0.5,,10.0,Pace Analytical,TL,False,False,False,135.0,False,False,PASS,WITHIN_LIMIT
SB-02-01-20250509-01589,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2025-05-09,2025-06-05,Arsenic,EPA 6020,METAL,59.809,ug/L,0.5,,10.0,Eurofins TestAmerica,RS,False,False,False,27.0,False,True,PASS,EXCEEDANCE
MW-05-04-20240925-01590,SITE-05,Chemical Plant - Linden,MW-05-04,GW,40.616679,-74.253434,2024-09-25,2024-09-30,Tetrachloroethylene,EPA 8260,VOC,0.657,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
MW-01-01-20230306-01591,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2023-03-06,2023-08-18,Cadmium,EPA 6020,METAL,1.099,ug/L,0.25,,5.0,ALS Environmental,KP,False,False,False,165.0,False,False,PASS,WITHIN_LIMIT
MW-05-05-20241108-01592,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2024-11-08,2024-11-08,Nitrate,EPA 300.0,WET_CHEM,1.083,mg/L,0.5,,10.0,ALS Environmental,KP,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-05-05-20240825-01593,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2024-08-25,2025-01-06,Lead,EPA 6020,METAL,1.448,ug/L,0.75,,15.0,ALS Environmental,KP,False,False,False,134.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20230123-01594,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2023-01-23,2023-02-01,Vinyl Chloride,EPA 8260,VOC,0.954,ug/L,0.1,,2.0,ALS Environmental,TL,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
SB-04-06-20230514-01595,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2023-05-14,2023-05-27,Tetrachloroethylene,EPA 8260,VOC,8.482,ug/L,0.25,,5.0,Pace Analytical,RS,False,False,False,13.0,False,True,PASS,EXCEEDANCE
MW-03-02-20240401-01596,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2024-04-01,2024-04-01,Benzene,EPA 8260,VOC,10.908,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,False,False,False,0.0,False,True,PASS,EXCEEDANCE
SB-02-01-20240905-01597,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2024-09-05,2024-11-22,Arsenic,EPA 6020,METAL,0.144,ug/L,0.5,,10.0,ALS Environmental,RS,False,True,False,78.0,False,False,FAIL,WITHIN_LIMIT
MW-03-01-20231125-01598,SITE-03,Former Gas Station - Paterson,MW-03-01,GW,40.913317,-74.174391,2023-11-25,2024-03-10,Chromium,EPA 6020,METAL,102.168,ug/L,5.0,,100.0,Pace Analytical,TL,False,True,False,106.0,False,True,FAIL,EXCEEDANCE
SB-04-07-20250529-01599,SITE-04,Rail Yard - Kearny,SB-04-07,SOIL,40.761196,-74.153109,2025-05-29,2025-06-03,Vinyl Chloride,EPA 8260,VOC,2.692,ug/L,0.1,,2.0,ALS Environmental,JM,False,False,False,5.0,False,True,PASS,EXCEEDANCE
MW-05-05-20250425-01600,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2025-04-25,2025-05-08,Arsenic,EPA 6020,METAL,1.772,ug/L,0.5,,10.0,Eurofins TestAmerica,JM,False,False,False,13.0,False,False,PASS,WITHIN_LIMIT
SB-04-05-20240104-01601,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2024-01-04,2024-04-10,Lead,EPA 6020,METAL,4.31,ug/L,0.75,,15.0,Eurofins TestAmerica,TL,False,False,False,97.0,False,False,PASS,WITHIN_LIMIT
SB-02-06-20230509-01602,SITE-02,Industrial Park - Elizabeth,SB-02-06,SOIL,40.671762,-74.205132,2023-05-09,2023-11-14,Chromium,EPA 6020,METAL,105.249,ug/L,5.0,,100.0,ALS Environmental,JM,False,False,False,189.0,True,True,FAIL,EXCEEDANCE
MW-01-06-20240213-01603,SITE-01,Former Dry Cleaner - Newark,MW-01-06,GW,40.744235,-74.169523,2024-02-13,2024-02-18,Benzene,EPA 8260,VOC,0.825,ug/L,0.25,,5.0,ALS Environmental,KP,False,False,False,5.0,False,False,PASS,WITHIN_LIMIT
SB-02-09-20240228-01604,SITE-02,Industrial Park - Elizabeth,SB-02-09,SOIL,40.667561,-74.205805,2024-02-28,2024-02-28,Nitrate,EPA 300.0,WET_CHEM,0.194,mg/L,0.5,U,10.0,Pace Analytical,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20230912-01605,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2023-09-12,2023-09-16,Benzene,EPA 8260,VOC,4.272,ug/L,0.25,,5.0,Pace Analytical,RS,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
SB-04-09-20240712-01606,SITE-04,Rail Yard - Kearny,SB-04-09,SOIL,40.769705,-74.1401,2024-07-12,2024-10-10,Lead,EPA 6020,METAL,32.664,ug/L,0.75,,15.0,Eurofins TestAmerica,RS,False,False,False,90.0,False,True,PASS,EXCEEDANCE
MW-01-01-20240320-01607,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2024-03-20,2024-07-12,Chromium,EPA 6020,METAL,91.272,ug/L,5.0,,100.0,Pace Analytical,JM,False,False,False,114.0,False,False,PASS,WITHIN_LIMIT
SB-04-06-20250619-01608,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2025-06-19,2025-06-19,Nitrate,EPA 300.0,WET_CHEM,7.828,mg/L,0.5,,10.0,Eurofins TestAmerica,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-02-04-20230817-01609,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2023-08-17,2023-08-27,Vinyl Chloride,EPA 8260,VOC,0.226,ug/L,0.1,,2.0,ALS Environmental,TL,False,False,False,10.0,False,False,PASS,WITHIN_LIMIT
MW-05-06-20230610-01610,SITE-05,Chemical Plant - Linden,MW-05-06,GW,40.625238,-74.243459,2023-06-10,2023-07-07,"1,1-Dichloroethylene",EPA 8260,VOC,0.379,ug/L,0.35,,7.0,Eurofins TestAmerica,KP,False,False,False,27.0,True,False,FAIL,WITHIN_LIMIT
SB-04-02-20240823-01611,SITE-04,Rail Yard - Kearny,SB-04-02,SOIL,40.77205,-74.152605,2024-08-23,2024-08-29,Vinyl Chloride,EPA 8260,VOC,1.372,ug/L,0.1,,2.0,Eurofins TestAmerica,RS,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
SB-04-09-20241223-01612,SITE-04,Rail Yard - Kearny,SB-04-09,SOIL,40.769705,-74.1401,2024-12-23,2025-01-05,Benzene,EPA 8260,VOC,5.566,ug/L,0.25,,5.0,ALS Environmental,JM,False,False,False,13.0,False,True,PASS,EXCEEDANCE
MW-05-05-20250323-01613,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2025-03-23,2025-03-24,Nitrate,EPA 300.0,WET_CHEM,5.631,mg/L,0.5,,10.0,Pace Analytical,TL,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-04-07-20240422-01614,SITE-04,Rail Yard - Kearny,SB-04-07,SOIL,40.761196,-74.153109,2024-04-22,2024-05-21,Benzene,EPA 8260,VOC,4.802,ug/L,0.25,,5.0,Pace Analytical,JM,False,False,False,29.0,True,False,FAIL,WITHIN_LIMIT
SB-04-06-20230923-01615,SITE-04,Rail Yard - Kearny,SB-04-06,SOIL,40.767578,-74.144025,2023-09-23,2023-09-23,pH,EPA 9040,FIELD,7.0,SU,0.01,,,Eurofins TestAmerica,TL,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20240923-01616,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2024-09-23,2024-10-05,"1,1-Dichloroethylene",EPA 8260,VOC,5.131,ug/L,0.35,,7.0,Eurofins TestAmerica,KP,False,False,False,12.0,False,False,PASS,WITHIN_LIMIT
MW-03-06-20241209-01617,SITE-03,Former Gas Station - Paterson,MW-03-06,GW,40.920805,-74.175553,2024-12-09,2025-02-20,Lead,EPA 6020,METAL,10.74,ug/L,0.75,,15.0,Pace Analytical,KP,False,False,False,73.0,False,False,PASS,WITHIN_LIMIT
,SITE-04,Rail Yard - Kearny,SB-04-09,SOIL,40.769705,-74.1401,2023-06-14,2023-06-19,"1,1-Dichloroethylene",EPA 8260,VOC,1.086,ug/L,0.35,,7.0,Eurofins TestAmerica,JM,True,False,False,5.0,False,False,FAIL,WITHIN_LIMIT
SB-04-03-20230715-01619,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2023-07-15,2023-09-22,Lead,EPA 6020,METAL,19.183,ug/L,0.75,,15.0,Pace Analytical,TL,False,False,False,69.0,False,True,PASS,EXCEEDANCE
MW-01-05-20230202-01620,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2023-02-02,2023-02-27,Vinyl Chloride,EPA 8260,VOC,0.621,ug/L,0.1,,2.0,Pace Analytical,JM,False,False,False,25.0,True,False,FAIL,WITHIN_LIMIT
SB-02-05-20230222-01621,SITE-02,Industrial Park - Elizabeth,SB-02-05,SOIL,40.660991,-74.201286,2023-02-22,2023-02-22,pH,EPA 9040,FIELD,8.23,SU,0.01,,,Pace Analytical,JM,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
SB-04-05-20241028-01622,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2024-10-28,2024-10-30,Benzene,EPA 8260,VOC,1.67,ug/L,0.25,,5.0,ALS Environmental,JM,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
MW-03-02-20241130-01623,SITE-03,Former Gas Station - Paterson,MW-03-02,GW,40.916191,-74.178011,2024-11-30,2024-12-06,Vinyl Chloride,EPA 8260,VOC,0.667,ug/L,0.1,,2.0,Eurofins TestAmerica,KP,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
MW-05-05-20230608-01624,SITE-05,Chemical Plant - Linden,MW-05-05,GW,40.617628,-74.248728,2023-06-08,2023-07-07,"1,1-Dichloroethylene",EPA 8260,VOC,1.857,ug/L,0.35,,7.0,Pace Analytical,RS,False,False,False,29.0,True,False,FAIL,WITHIN_LIMIT
SB-04-10-20250410-01625,SITE-04,Rail Yard - Kearny,SB-04-10,SOIL,40.771094,-74.144328,2025-04-10,2025-04-11,pH,EPA 9040,FIELD,6.97,SU,0.01,,,Eurofins TestAmerica,KP,False,False,False,1.0,True,False,FAIL,WITHIN_LIMIT
MW-01-02-20250408-01626,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2025-04-08,2025-04-09,Nitrate,EPA 300.0,WET_CHEM,2.382,mg/L,0.5,,10.0,Eurofins TestAmerica,JM,False,False,False,1.0,False,False,PASS,WITHIN_LIMIT
SB-02-03-20241008-01627,SITE-02,Industrial Park - Elizabeth,SB-02-03,SOIL,40.655176,-74.204147,2024-10-08,2024-10-12,Cadmium,EPA 6020,METAL,0.256,ug/L,0.25,,5.0,ALS Environmental,KP,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
MW-03-03-20250213-01628,SITE-03,Former Gas Station - Paterson,MW-03-03,GW,40.909398,-74.172286,2025-02-13,2025-02-19,Benzene,EPA 8260,VOC,0.277,ug/L,0.25,,5.0,Eurofins TestAmerica,TL,False,False,False,6.0,False,False,PASS,WITHIN_LIMIT
SB-04-03-20230711-01629,SITE-04,Rail Yard - Kearny,SB-04-03,SOIL,40.762398,-74.155253,2023-07-11,2024-01-04,Arsenic,EPA 6020,METAL,1.135,ug/L,0.5,,10.0,ALS Environmental,JM,False,False,False,177.0,False,False,PASS,WITHIN_LIMIT
MW-01-02-20230820-01630,SITE-01,Former Dry Cleaner - Newark,MW-01-02,GW,40.739647,-74.180516,2023-08-20,2023-09-06,Mercury,EPA 7470,METAL,0.063,ug/L,0.1,U,2.0,Eurofins TestAmerica,TL,False,False,False,17.0,False,False,PASS,WITHIN_LIMIT
SB-04-04-20240712-01631,SITE-04,Rail Yard - Kearny,SB-04-04,SOIL,40.774138,-74.142103,2024-07-12,2024-07-14,Tetrachloroethylene,EPA 8260,VOC,0.751,ug/L,0.25,,5.0,Eurofins TestAmerica,KP,False,False,False,2.0,False,False,PASS,WITHIN_LIMIT
MW-01-03-20250423-01632,SITE-01,Former Dry Cleaner - Newark,MW-01-03,GW,40.745212,-74.167177,2025-04-23,2025-11-07,Lead,EPA 6020,METAL,3.538,ug/L,0.75,,15.0,Eurofins TestAmerica,KP,False,False,False,198.0,True,False,FAIL,WITHIN_LIMIT
SB-02-01-20250422-01633,SITE-02,Industrial Park - Elizabeth,SB-02-01,SOIL,40.670355,-74.211832,2025-04-22,2025-05-24,Trichloroethylene,EPA 8260,VOC,2.249,ug/L,0.25,,5.0,ALS Environmental,RS,False,False,False,32.0,True,False,FAIL,WITHIN_LIMIT
SB-02-02-20231122-01634,SITE-02,Industrial Park - Elizabeth,SB-02-02,SOIL,40.658445,-74.209608,2023-11-22,2023-12-01,"1,1-Dichloroethylene",EPA 8260,VOC,0.742,ug/L,0.35,,7.0,ALS Environmental,TL,False,False,False,9.0,False,False,PASS,WITHIN_LIMIT
SB-02-04-20230422-01635,SITE-02,Industrial Park - Elizabeth,SB-02-04,SOIL,40.666533,-74.205538,2023-04-22,2023-07-08,Cadmium,EPA 6020,METAL,1.299,ug/L,0.25,,5.0,Eurofins TestAmerica,JM,False,False,False,77.0,False,False,PASS,WITHIN_LIMIT
SB-04-07-20241205-01636,SITE-04,Rail Yard - Kearny,SB-04-07,SOIL,40.761196,-74.153109,2024-12-05,2025-06-04,Arsenic,EPA 6020,METAL,6.023,ug/L,0.5,,10.0,ALS Environmental,JM,False,False,False,181.0,True,False,FAIL,WITHIN_LIMIT
MW-01-01-20250328-01637,SITE-01,Former Dry Cleaner - Newark,MW-01-01,GW,40.734478,-74.165228,2025-03-28,2025-09-12,Cadmium,EPA 6020,METAL,3.89,ug/L,0.25,,5.0,ALS Environmental,KP,False,False,False,168.0,False,False,PASS,WITHIN_LIMIT
SB-04-05-20250418-01638,SITE-04,Rail Yard - Kearny,SB-04-05,SOIL,40.772503,-74.139785,2025-04-18,2025-04-22,Vinyl Chloride,EPA 8260,VOC,1.202,ug/L,0.1,,2.0,Pace Analytical,RS,False,False,False,4.0,False,False,PASS,WITHIN_LIMIT
SB-04-01-20241007-01639,SITE-04,Rail Yard - Kearny,,SOIL,40.76615,-74.149633,2024-10-07,2024-10-20,Benzene,EPA 8260,VOC,1.288,ug/L,0.25,,5.0,ALS Environmental,KP,True,False,False,13.0,False,False,FAIL,WITHIN_LIMIT
MW-01-05-20240731-01640,SITE-01,Former Dry Cleaner - Newark,MW-01-05,GW,40.734708,-74.174984,2024-07-31,2024-09-10,Arsenic,EPA 6020,METAL,0.916,ug/L,0.5,,10.0,Pace Analytical,KP,False,False,False,41.0,False,False,PASS,WITHIN_LIMIT
MW-03-07-20240112-01641,SITE-03,Former Gas Station - Paterson,MW-03-07,GW,40.923445,-74.165705,2024-01-12,2024-01-23,Vinyl Chloride,EPA 8260,VOC,0.32,ug/L,0.1,,2.0,ALS Environmental,RS,False,False,False,11.0,False,False,PASS,WITHIN_LIMIT
SB-04-01-20230207-01642,SITE-04,Rail Yard - Kearny,SB-04-01,SOIL,40.76615,-74.149633,2023-02-07,2023-03-06,Cadmium,EPA 6020,METAL,1.601,ug/L,0.25,,5.0,ALS Environmental,JM,False,False,False,27.0,False,False,PASS,WITHIN_LIMIT
SB-04-09-20240408-01643,SITE-04,Rail Yard - Kearny,SB-04-09,SOIL,40.769705,-74.1401,2024-04-08,2024-10-21,Lead,EPA 6020,METAL,0.922,ug/L,0.75,,15.0,ALS Environmental,JM,False,False,False,196.0,True,False,FAIL,WITHIN_LIMIT
MW-05-02-20230923-01644,SITE-05,Chemical Plant - Linden,MW-05-02,GW,40.620734,-74.250308,2023-09-23,2023-09-23,Trichloroethylene,EPA 8260,VOC,3.618,ug/L,0.25,,5.0,Pace Analytical,RS,False,False,False,0.0,False,False,PASS,WITHIN_LIMIT
MW-05-03-20230728-01645,SITE-05,Chemical Plant - Linden,MW-05-03,GW,40.620171,-74.237532,2023-07-28,2023-08-05,Mercury,EPA 7470,METAL,0.021,ug/L,0.1,,2.0,Eurofins TestAmerica,RS,False,False,False,8.0,False,False,PASS,WITHIN_LIMIT
